,title,text,url
224,"Pitt Upsets No. 2 Miami, Scrambling the Playoff Picture - The New York Times","[Pickett bulled over from 6 yards in the first half, flipped a 5-yard shovel pass to Qadree Ollison in the third quarter to put the Panthers up 10 and gave Pitt (5-7, 3-5 Atlantic Coast Conference) all the cushion it would need with a 22-yard fourth-down sprint to the end zone with 2 minutes 54 seconds remaining., Who knows?, Pickett completed 18 of 29 passes for 193 yards and the one score while adding 60 yards rushing in his first career start as Pitt finished a disappointing season with a decisive stunner that could put a dent in the Hurricanes’ national title hopes., The loss to Pitt could become irrelevant if the Hurricanes beat Clemson, the defending national champion, in Charlotte, N.C.“We have no idea what’s going to happen in the big picture,” Miami Coach Mark Richt said., The Hurricanes are well aware that their meeting with No. 4 Clemson in the conference championship game next Saturday will serve as the ultimate arbiter of whether they belong in the College Football Playoff.]",https://www.nytimes.com/2017/11/24/sports/ncaafootball/miami-hurricanes-upset-pitt.html
225,Ways to Stop Facebook From Eating Your Battery - The New York Times,"[In the settings for the phone or app, you can also turn off Facebook’s ability to download data in the background, which also helps if you have a cellular plan with data-use limits; the Android version of the app has a Data Saver setting that may help streamline bandwidth consumption, too., What is that app doing to suck up all that juice, and is there a way to limit it?A. Over the years, the Facebook app for Android and iOS has added more power-hungry features, like autoplay videos, location-based suggestions and real-time notifications., mobile app is convenient and makes using the service easy, but it is not the only way to get to your Friends list if you decide to delete the software to save battery life., For example, disabling the app’s ability to use the phone’s location-services function can save some power, but the map-based features may not work as well., Instead, you can log into the mobile version of the site at m.facebook.com with your phone’s web browser, which should take up less battery power.]",https://www.nytimes.com/2017/11/24/technology/personaltech/facebook-battery-drain.html
226,Oscar Pistorius’s ‘shockingly lenient’ murder sentence more than doubled - The Washington Post,"[”, Pistorius, who gained fame as a double-amputee runner who competed in the 2012 Olympics, fatally shot Steenkamp four times through a closed bathroom door at his home in Pretoria in the early hours of Valentine’s Day in 2013., “, According to the AP, his lawyers can still challenge the new, lengthened sentence with South Africa’s Constitutional Court, the country’s highest court., (Reuters)    ]",https://www.washingtonpost.com/news/early-lead/wp/2017/11/24/oscar-pistoriuss-murder-sentence-more-than-doubled/
227,FBI silent as US officials targeted by Russian hackers - The Washington Post,"[One was retired Maj., A year later, Philips has yet to hear anything from the FBI., Three people familiar with the matter — including a current and a former government official — said the FBI has known the details of Fancy Bear’s attempts to break into Gmail inboxes for more than a year., In fact he didn’t learn his emails were “flapping in the breeze” until two months after the fact, when a journalist called him to ask for comment.  , None was warned by the FBI.]",https://www.washingtonpost.com/business/technology/fbi-didnt-tell-us-targets-as-russian-hackers-hunted-emails/2017/11/26/0838d974-d2ab-11e7-9ad9-ca0619edfa05_story.html?tid=pm_business_pop
228,The New York Giants are the NFL's most disappointing team this season - The Washington Post,"[They also have the NFL’s best secondary, a ball-hawking crew that is limiting opposing quarterbacks to a league low 64.5 passer rating against.    , A byproduct of the inept offense is Denver’s defense — which has dropped from No. 1 to No. 12 in one season per Football Outsiders — has to contend with opponents starting at their own 34-yard line, the best field position allowed this season., They pushed those expectations even higher with the addition in free agency of Brandon Marshall, a 6-foot-4 wide receiver who stood to benefit from easier assignments with star wideout Odell Beckham Jr. on the other side of the field., Before the 2017 season started, we used the preseason point spreads and Pro Football Reference’s Simple Rating System, to extrapolate how the NFL’s teams were expected to perform. , Goff was ranked 30 out of 36 passers by Pro Football Focus last season but has risen to No. 19 overall in 2017, completing nearly 70 percent of his passes for a 108.5 passer rating with a clean pocket.]",https://www.washingtonpost.com/news/fancy-stats/wp/2017/11/21/giants-are-nfls-most-disappointing-team-this-season-but-broncos-are-close/
229,Maryland’s football season ends with a whimper in 66-3 loss against Penn State - The Washington Post,"[[Some Maryland band members took one final knee for national anthem]  , But Maryland could never make up for losing its top two quarterbacks, Tyrrell Pigrome and Kasim Hill, to season-ending knee injuries within the first three weeks of the season., Maybe the only similarity to that Sept. 2 victory over the Longhorns in Austin was that Saturday’s game at Maryland Stadium also had the vibe of a true road game, with the bulk of the season-high 49,680 fans wearing the blue and white of the Nittany Lions.  , Maryland’s program is brewing something special for the future, Coach DJ Durkin has asserted all season, but there were no signs of that optimism during Saturday’s embarrassment, the worst loss for the Terrapins since they joined the Big Ten in 2014.  ,  It had been just 84 days since Maryland football had reinvigorated its fan base with a season-opening win at Texas, but it must have felt like a lifetime before as the Terrapins bookended their season with a 66-3 loss to Penn State on Saturday.]",https://www.washingtonpost.com/sports/marylands-football-season-ends-with-a-whimper-in-66-3-loss-against-penn-state/2017/11/25/09b5ea46-d22c-11e7-a1a3-0d1e45a6de3d_story.html?utm_term=.7a84c3d076e2
230,"From Bret Bielema to Scott Frost to Mike Riley, college football coaches took center stage Friday - The Washington Post","[For backdrop, we return to an occasion 10 years ago this week, when England failed to qualify for Euro 2008 soccer with a garish 3-2 loss to Croatia at Wembley, and manager Steve McClaren got pilloried for using an umbrella against the drizzle during the game, and McClaren came in to meet reporters, and the first question doubled as a four-word marvel of concision: “Have you resigned yet?, He meant that a 4-7 Pitt team had gone into Morgantown, W.Va., in 2007 and destroyed the BCS Championship Game hopes of the tremulous No. 2-ranked locals, that a 5-4 Pitt team had gone into No. 2 Clemson last November and doled those in orange their only loss, and that he had a forecast: A 4-7 Pitt would hang onto its mere 10-7 halftime lead against No. 2 Miami (Fla.) on Friday., “, While it called to mind whether the futurist 21st century eventually might feature a coach fired during a game, it epitomized the goings-on on a college football Friday packed with stuff even while not being a Saturday.   , And it’s happening in Pittsburgh today.]",https://www.washingtonpost.com/news/sports/wp/2017/11/25/the-arrival-of-late-november-brings-with-it-a-chilling-tradition-in-college-football-firing-season/?utm_term=.be8a82fb8d98
231,Jayson Werth not expected to return to Nationals in 2018 - The Washington Post,"[Shortly after the Nationals were eliminated in the National League Division Series for the fourth time in six years, a stunned Jayson Werth, knowing he had probably just played his last game in a Nationals uniform, proclaimed he was proud to call himself a National., The Nationals could flip one of their outfielders for help elsewhere as they seek to optimize their chances of breaking through the NLDS ceiling in Harper’s final year before free agency., That was over five weeks ago, before the offseason machine began churning, before what seemed like the inevitable conclusion to Werth’s seven-year tenure in Washington was official., The Nationals will rely on other veterans — Max Scherzer, Ryan Zimmerman and others — to fill the off-the-field void as a new manager and coaching staff come on board., The Nationals all but said goodbye to Werth when they played a tribute video during their regular season finale, though he would play three more games at Nationals Park.]",https://www.washingtonpost.com/news/nationals-journal/wp/2017/11/21/jayson-werth-not-expected-to-return-to-nationals-in-2018/
232,Auburn Upsets No. 1 Alabama: ‘We Did That for the Nation’ - The New York Times,"[Wide receiver Ryan Davis, another junior, led Auburn in catches with 11 for 139 yards., Johnson, a junior, netted 104 yards on 30 carries., hurry-up offense tore apart Alabama’s pass defense, No., He completed 13 of 23 passes for 177 yards with one touchdown and added 80 yards on 17 rushes — almost as many carries as the Tide’s three talented running backs had together.“We just didn’t do a good enough job in the passing game, but that is not just Jalen,” Coach Nick Saban said.]",https://www.nytimes.com/2017/11/25/sports/auburn-alabama-iron-bowl.html
233,Kirk Cousins: Redskins stadium ‘probably doesn’t look like a professional NFL field should’ - The Washington Post,"[   (NBC)  The Redskins have made clear their position on the playing surface at FedEx Field: that the field “was in good condition” on Thanksgiving night, despite “a recent freeze [that] made the Bermuda grass turn brown between the numbers,” and that the condition of the field was “a non-issue., So it is what it is,” Cousins went on., You just won’t ever hear it come out of my [mouth]., But if you think the field is rough now on Thanksgiving, we’ve got two more home games in mid-to-late December, and that’s probably gonna be a bigger challenge., ”]",https://www.washingtonpost.com/news/dc-sports-bog/wp/2017/11/25/kirk-cousins-redskins-stadium-doesnt-look-like-a-professional-nfl-field-should/
234,Georgetown stays unbeaten under Patrick Ewing with victory at Richmond - The Washington Post,"[”   , The Hoyas (4-0) led for the final nine-plus minutes thanks in large part to forward Marcus Derrickson, who was able to find ways around Richmond’s double- and triple-teams in the post to lead Georgetown with 16 points, 14 of which came after halftime., We were trying to beat their zone too fast when, you know, you’ve got to slow down and see what’s there,” Govan said., “, The junior was 7 for 7 from the free throw line in the second half and led the team with nine rebounds.  ]",https://www.washingtonpost.com/sports/georgetown-stays-unbeaten-under-patrick-ewing-with-road-victory-over-richmond/2017/11/25/cb7c6930-d221-11e7-9d3a-bcbe2af58c3a_story.html
235,"As Capitals struggle to string goals together, Alex Ovechkin and Nicklas Backstrom remain apart - The Washington Post","[Primarily the top line for the past two seasons, the trio of Ovechkin, Backstrom and T.J. Oshie has been on the ice together only for less than 15 minutes at five-on-five this season, according to NHL statistical site Corsica., Oshie has been more productive, but his even strength production in the past 17 games is one goal and four assists., The Capitals have a .500 record through 22 games, and Coach Barry Trotz has avoided starting a game with Ovechkin and Backstrom on a line together, even when the team has been in the middle of losing stretches., [Jaromir Jagr’s never-ending career fuels a league’s worth of recollections]   , The top center and superstar winger have played together for the majority of their careers, helping make the Washington Capitals one of the more successful franchises in the NHL during that time.]",https://www.washingtonpost.com/news/capitals-insider/wp/2017/11/21/as-capitals-struggle-to-string-goals-together-ovechkin-and-backstrom-remain-apart/
236,Maryland’s football season ends with a whimper in 66-3 loss against Penn State - The Washington Post,"[[Some Maryland band members took one final knee for national anthem]  , But Maryland could never make up for losing its top two quarterbacks, Tyrrell Pigrome and Kasim Hill, to season-ending knee injuries within the first three weeks of the season., Maybe the only similarity to that Sept. 2 victory over the Longhorns in Austin was that Saturday’s game at Maryland Stadium also had the vibe of a true road game, with the bulk of the season-high 49,680 fans wearing the blue and white of the Nittany Lions.  , Maryland’s program is brewing something special for the future, Coach DJ Durkin has asserted all season, but there were no signs of that optimism during Saturday’s embarrassment, the worst loss for the Terrapins since they joined the Big Ten in 2014.  ,  It had been just 84 days since Maryland football had reinvigorated its fan base with a season-opening win at Texas, but it must have felt like a lifetime before as the Terrapins bookended their season with a 66-3 loss to Penn State on Saturday.]",https://www.washingtonpost.com/sports/marylands-football-season-ends-with-a-whimper-in-66-3-loss-against-penn-state/2017/11/25/09b5ea46-d22c-11e7-a1a3-0d1e45a6de3d_story.html
237,"After an Unlucky Start, Max Verstappen Settles Down - The New York Times","[Of course, you still need to find the sweet spot of the car every race weekend, but in the races themselves, we have been really strong.”Horner says Verstappen has shown a strength of character this season that has belied his years.“He didn’t lose his head, he didn’t get distracted by all the reliability issues,” Horner said in an interview., It had reliability and power problems, notably during qualifying, this season., I’ve now a very good relationship with the whole team., He bounced back extremely well.“I said after the races in Europe, ‘Let’s focus on a seven-round world championship,’ and he’s driven incredibly well., “]",https://www.nytimes.com/2017/11/24/sports/autoracing/max-verstappen-f1-red-bull.html
238,"In the Beginning, Toronto Was Almost Left Out of the N.H.L. - The New York Times","[Let’s make money instead.”Elmer Ferguson, who wrote the article, covered the 1917 meetings for The Montreal Herald, and much of what is known of them comes from his stories over the years., In the 1965 article, Sam Lichtenhein of the Montreal Wanderers said the other owners did not throw Livingstone out: “We just resigned and wished him a fine future with his National Association franchise.”With Livingstone out, Toronto’s N.H.L team would be run by the owners of the Arena Gardens on Mutual Street, most of whom were based in Montreal., The N.H.L.’s first season began on Dec. 19, 1917, and Toronto got off to a slow start., Those names had also been applied to the former N.H.A. team., The new league’s official announcement came on Nov. 26.But before then, there was much debate over which team would join the Ottawa Senators, the Montreal Canadiens and the Montreal Wanderers in the N.H.L.]",https://www.nytimes.com/2017/11/24/sports/hockey/nhl-centennial-toronto-maple-leafs-history.html
240,"NFL Week 12: Rams topple Saints; Broncos, Raiders brawl; Julio Jones has a banner day - The Washington Post","[No. 1?, Smith-Schuster out:, When the dust cleared, Raiders wide receiver Michael Crabtree and Broncos cornerback Aqib Talib had been ejected for fighting along with Raiders offensive lineman Gabe Jackson, who got the hook for making contact with an official.   , And Ndamukong Suh grabbed Dion Lewis by the face mask on the next play, a transgression that was missed by officials., He missed one possession Benjamin out: The Bills downgraded wide receiver Kelvin Benjamin to out Saturday.]",https://www.washingtonpost.com/news/sports/wp/2017/11/26/nfl-week-12-a-rams-saints-showdown-injury-updates-ats-and-fantasy-advice/?tid=pm_sports_pop
241,How two decisions in Washington could turn AT&T into a uniquely powerful company - The Washington Post,"[In its lawsuit against AT&T, the department argued that unless AT&T agrees to shed some of Time Warner's properties, the combined company could use its newfound control over HBO, CNN and TNT to hurt channels that it didn't own, as well as rival Internet and subscription television providers who need access to Time Warner's channels., The future of AT&T could be shaped by two big decisions in Washington this week, with the Justice Department suing the telecom giant on Monday to block its $85 billion purchase of Time Warner and the Federal Communications Commission announcing a plan Tuesday to roll back net neutrality rules, handing a big win to Internet providers., This critique becomes more urgent in a world without the FCC's clear rules on net neutrality, according to Gigi Sohn, a former Democratic FCC official, because AT&T could not only disadvantage competing TV channels through the normal cable marketplace, but it could also hinder those same channels from reaching viewers over the Internet., The problem from the point of view of DOJ is that if the deal is approved, it will be very hard to police any commitment by AT&T to make sure that [its content is] available to all eyeballs and so on,"" said Nicholas Economides, a professor of economics at New York University's Stern School of Business., On top of that, ""the rollback of the [net neutrality] rules might give AT&T more flexibility to obtain more benefit from the merger with Time Warner,"" said Randolph May, president of the Free State Foundation, a conservative think tank.]",https://www.washingtonpost.com/news/the-switch/wp/2017/11/22/how-two-decisions-in-washington-could-turn-att-into-a-uniquely-powerful-company/
242,"Can’t kill anything? Then stop taking penalties, says Caps Coach Barry Trotz. - The Washington Post","[“, In the 12 games since, the unit has improved, allowing nine goals in the past 45 times shorthanded., We feel that we’ve lost probably three or four hockey games because we haven’t been able to kill off some penalties., ”, The last time the Washington Capitals allowed three power-play goals in a game was in a 6-2 loss against the Vancouver Canucks, when Coach Barry Trotz said his penalty kill “can’t kill anything.]",https://www.washingtonpost.com/news/capitals-insider/wp/2017/11/22/cant-kill-anything-then-stop-taking-penalties-says-caps-coach-barry-trotz/
244,Wondering if the Russians reached you over Facebook? You can soon find out. - The Washington Post,"[It will allow users to see if pages or accounts they ""liked"" or followed between January 2015 and August 2017 were created by the Internet Research Agency, a St. Petersburg troll farm that Russian operatives used to pump out divisive content on race, religion, gun rights, immigration and other issues into the American online political conversation., Stretch replied, ""We have tried to notify people about the issue broadly through information on the website through our white paper last April and hard questions blog and working with the committee; we're open to all of this information being released publicly., The new tool, which the company said will be available by the end of the year, is the latest move by Facebook to respond to public and political pressure to reveal the extent of the Russian disinformation campaign waged on its social media platform and on Instagram, which Facebook owns., Some of the Russian pages and accounts explicitly called for the election of Republican Donald Trump or denigrated his Democratic opponent, Hillary Clinton, and some others called for real-world political rallies —, Facebook is creating an online tool to allow users to determine if they might have been exposed to Russian disinformation during the 2016 presidential election and its fractious aftermath, the company announced Wednesday.]",https://www.washingtonpost.com/news/the-switch/wp/2017/11/22/wondering-if-the-russians-reached-you-over-facebook-now-you-can-find-out/
245,How a Comedy Website Came to Sell Wine to Survive - The New York Times,"[”, An inexpensive red blend, for example, is labeled “, Then four years ago, something changed., Lundy said he had given up worrying about the uncertainty, because there was nothing he could do about it., It’s a place that people are turning to to get their sense of what’s going on in the world.“That’s a combination that should be carefully navigated,” Mr. Zittrain said.]",https://www.nytimes.com/2017/11/23/nyregion/how-a-comedy-website-came-to-sell-wine-to-survive.html
246,Google is getting pulled into a fight with Russia over RT and Sputnik - The Washington Post,"[The Russian telecom regulator said Tuesday that it will retaliate against Google if the search giant lowers the search ranking of the Kremlin-backed news outlets RT and Sputnik, escalating a tense back and forth over Russian news coverage that has entangled American news bureaus abroad and could lead Moscow to enact further censorship rules., The company said it based its decision on the U.S. intelligence assessment that the outlets acted as propaganda tools., “, Speaking at the Halifax International Security Forum over the weekend, Schmidt said Google is working to curb misleading and exploitative content, as well as material that is likely to have been “weaponized” for nefarious purposes., We'll hope that our opinion will be heard and we won't have to resort to more serious measures,” Zharov said, according to the Interfax news agency.]",https://www.washingtonpost.com/news/the-switch/wp/2017/11/21/google-is-getting-pulled-into-a-fight-with-russia-over-rt-and-sputnik/
247,Alabama men’s basketball nearly beats Minnesota with just three players - The Washington Post,"[Still, despite Sexton’s command performance, the line of the day goes to Minnesota Coach Richard Pitino.   , The Crimson Tide lost the Iron Bowl, 26-14, at Auburn, costing it an undefeated record, a berth in next weekend’s Southeastern Conference championship game and potentially a spot in the College Football Playoff., —, : Alabama played Minnesota in a showdown of Top 25 teams and was forced into trying to take down the Golden Gophers with just three players for the final 10-plus minutes., That forced Alabama to finish the game playing three-on-five.]",https://www.washingtonpost.com/news/early-lead/wp/2017/11/25/alabama-mens-basketball-nearly-beats-minnesota-with-just-three-players/
248,It’s not just net neutrality: The FCC could also relax one of broadcast media’s biggest rules - The Washington Post,"[Earlier this month, for instance, the agency voted to lift restrictions that prevented a single media company from owning both a daily newspaper and a TV station in the same market, as well as rules limiting mergers involving multiple TV stations in the same market., Even as the Federal Communications Commission released a proposal Tuesday that could give Internet providers more control over what their customers can see and use online, another equally major proposal by the agency could relax key rules for the media industry., A comprehensive review of the rule is warranted in light of considerable marketplace changes, such as technological developments and increased video programming options for consumers, since the cap was last modified in 2004,"" FCC Chairman Ajit Pai said in a statement., Revising or rolling back these rules may lead to more consolidation in broadcast media, analysts say — which could help financially struggling stations survive, but also perhaps end up reducing the number of independent voices on the air., The question is whether that newfound reach would put smaller TV broadcast companies at too much of a disadvantage — a question that is being asked across all types of media today, said Blair Levin, a former FCC chief of staff.]",https://www.washingtonpost.com/news/the-switch/wp/2017/11/22/its-not-just-net-neutrality-the-fcc-also-wants-to-relax-one-of-broadcast-medias-biggest-rules/
249,UCLA football hires Chip Kelly as head coach - The Washington Post,"[UCLA might want to win national titles, but it would probably be quite happy with a coach who could finish in the top 20 three years in a row (which it hasn’t done since the 1980s) and win 70 percent of his games (a level no Bruins coach since Dick Vermeil has achieved over a full stint)., [A tradition unlike any other: Firing season is upon us once again in college football]   Leaving UCLA, which was always an intriguing possibility simply because of what it could be, what it hasn’t done and how it isn’t the center of the universe in its particular town., For the first time in three years, it looks like the bowl system won’t have to dip into the ranks of teams with 5-7 records to fill out its hefty holiday schedule., And UCLA was committed enough to becoming a better football program that it was willing to pay Jim Mora Jr. about $12 million not to coach the Bruins for the next four years and give Kelly “full control of its program and a top-10 salary,” according to Schlabach., The visiting Tigers (10-1) have claimed three straight over their Palmetto State rivals, but South Carolina (8-3) has played well and exploited a diminished SEC East in its second season under Will Muschamp.]",https://www.washingtonpost.com/news/sports/wp/2017/11/24/ucla-football-has-what-chip-kelly-needs-without-the-trappings-of-the-sec/
250,Washington Capitals Alex Ovechkin has a complicated relationship with Vladimir Putin - The Washington Post,"[“, “, Three months later, though, the Russians beat Finland to win the world championship in Belarus., He wants to win with his teammates here,” Trotz told The Post in 2016 while the Olympics situation was still in flux., ”]",https://www.washingtonpost.com/sports/alex-ovechkin-is-one-of-putins-biggest-fans-the-question-is-why/2017/11/25/c5f8bb2e-ce36-11e7-9d3a-bcbe2af58c3a_story.html
251,A growing number of young Americans are leaving desk jobs to farm - The Washington Post,"[” There are also hopes that the influx of young farmers could provide some counter to the aging of American agriculture., “, The number of farmers age 25 to 34 grew 2.2 percent between 2007 and 2012, according to the 2014 USDA census, a period when other groups of farmers — save the oldest — shrunk by double digits., “, The farm sits at the end of a gravel road, a series of vegetable fields unfurling from a steep hill capped by her tiny white house.]",https://www.washingtonpost.com/business/economy/a-growing-number-of-young-americans-are-leaving-desk-jobs-to-farm/2017/11/23/e3c018ae-c64e-11e7-afe9-4f60b5a6c4a0_story.html?tid=pm_business_pop
252,Attention playoff contenders: Cowboys drop Darren McFadden in shake-up - The Washington Post,"[After failing to gain traction as the backup to Ezekiel Elliott, veteran running back Darren McFadden and the team have mutually agreed to part company, a move that surely will draw attention from teams in the playoff hunt., I feel real good about [the staff]., McFadden confirmed the news with tweet of thanks in which he wrote: “I grew up a Cowboys fan and it was awesome to wear the star on my helmet., I feel good about our staff., The Dallas Cowboys are making some moves after dropping to 5-6 on Thanksgiving with their third straight loss and one move might help a playoff contender.]",https://www.washingtonpost.com/news/early-lead/wp/2017/11/26/attention-playoff-contenders-cowboys-drop-darren-mcfadden-in-shake-up/
253,‘Crazy Jigsaw Puzzles’ Improve Our Views of Coral Reefs - The New York Times,"[To confirm this hypothesis, the research team will compare their reconstructions of the Palmyra Atoll to 99 other reefs in varying states of health in locations across the globe as part of a collaborative, worldwide experiment called the 100 Island Challenge., They form colonies, “but you can break off one of those antlers and put it somewhere else, and it will grow.”The scientists think breaking and clustering is how forms of coral such as these hold onto space and survive on a highly competitive reef., In analyzing digital reconstructions of about 1,000 square feet each, they discovered for the first time that rather than distributing themselves randomly wherever larvae happened to fall, coral follow somewhat of a pattern., It aims to create baseline maps and track how reefs are changing over time.“The 800-pound gorilla is that the climate is changing,” and the prevailing story is that it affects corals disproportionately, Dr. Sandin said., With the help of computer scientists and engineers at their university, Dr. Sandin and his team created their digital maps using more than 39,000 photos of about 44,000 coral colonies living on reefs at Palmyra Atoll near Hawaii.]",https://www.nytimes.com/2017/11/22/science/coral-reefs-3d-photomosaics.html
254,Theodore Roosevelt earns emphatic win over National Collegiate for DCSAA Class A football title - The Washington Post,"[they scored 34 straight points after falling behind early — late in the first quarter with a 46-yard touchdown and two-point conversion, and he followed a similar pattern throughout the game., I’m ready for basketball season now., Our [offensive] line, those guys are strong and they’re big., Defensive end Darius Buchanan, who was named the game’s MVP, also contributed to holding the Panthers — playing their fourth season as a varsity program — to a season-low score., So Roosevelt unloaded its displeasure on No. 18 National Collegiate for a 34-8 victory Saturday afternoon to claim the D.C. State Athletic Association Class A championship at Catholic University.]",https://www.washingtonpost.com/sports/highschools/theodore-roosevelt-earns-emphatic-win-over-national-collegiate-for-dcsaa-class-a-football-title/2017/11/25/173beeb6-cf04-11e7-a1a3-0d1e45a6de3d_story.html
255,Redskins call threadbare condition of FedEx Field a ‘non-issue’ - The Washington Post,"[More than the game’s 16 punts or 26 incompletions, what caused so many viewers to voice alarm via social media about the NFL’s Thanksgiving nightcap between the Washington Redskins and New York Giants was the threadbare condition of the playing surface at FedEx Field., In response to seven questions — about the type of turf, the date of its last re-sodding and plans for future re-sodding, among other issues — Redskins spokesman Tony Wyllie called it “a non-issue., But the coach made clear he saw nothing amiss about the field and had no vantage point for gauging, noting, “I’m not out there with cleats on,” and saying he was content to leave field conditions to the grounds crew.   , The Redskins asked The Washington Post on Friday to send its inquiry about the field via email., And when quarterback Kirk Cousins threw his lone interception while leading the Redskins to a 20-10 victory over their foundering NFC East rival, it appeared that he had gotten a foot snagged in what passed for turf.]",https://www.washingtonpost.com/news/football-insider/wp/2017/11/24/redskins-call-threadbare-condition-of-fedex-field-a-non-issue/
256,John Wall has a succinct assessment of the Wizards’ three-game road trip: ‘It’s terrible’ - The Washington Post,"[“, The all-star point guard had scored 31 points, but that season-high total became an afterthought given the disheartening conclusion of a three-game road trip in which Washington managed one win., — John Wall sat quietly in front of his locker late Wednesday night with both his knees wrapped in ice following a 129-124 overtime loss to the Charlotte Hornets at Spectrum Center., “, It’s terrible.]",https://www.washingtonpost.com/news/wizards-insider/wp/2017/11/23/john-wall-has-a-succinct-assessment-of-the-wizards-three-game-road-trip-its-terrible/
257,Cities That Never Sleep Are Shaped by Sunrise and Sunset - The New York Times,"[Then, the process reversed direction.“By the end of the year, the pattern somehow comes back to the same point where it was one year ago,” said Daniel Monsivais, a doctoral candidate atAalto University in Finland and a co-author of the paper., But a new study, drawing on the cellphone call records of more than a million people, shows that the times of day when they are active grew longer and shorter over the course of the year, waxing and waning with the daylight., In one group of five cities, there was about a 40-minute difference between the easternmost city and the westernmost one, even though schools got out at the same time and other factors were the same., Call records do provide a reasonable estimate of when people are awake and asleep, other research has found, and the early morning lull in calls is around the midpoint of people’s time asleep., They then looked to see whether a city with a slightly earlier sunrise and sunset saw a corresponding shift in its calling pattern, compared to a city with a later diurnal cycle.]",https://www.nytimes.com/2017/11/25/science/sunrise-sunset-cities.html
258,Knicks Falter in the Second Half Against Atlanta - The New York Times,"[“Porzingis had a good night, but he was making some tough shots., “Compete, box out, rotate, help each other out., Dewayne Dedmon had 16 points and Taurean Prince and John Collins each scored 13 for the Hawks., Guys played harder, competed better., The offense maintained itself throughout the game.”Dennis Schroder scored 26 points, and the Hawks used a 30-point third quarter to end a three-game losing streak and beat the Knicks, 116-104, on Friday night.]",https://www.nytimes.com/2017/11/25/sports/basketball/knicks-falter-in-the-second-half-against-atlanta.html
259,Virtual Reality Companies Are Changing How Athletes See Practice - The New York Times,"[They don’t know what they’re supposed to be looking for.“The problem is in the bottom row,” Baughman, STRIVR’s product manager, explains, her voice floating into the vacuum like a movie narrator’s., After using it I was like, ‘, STRIVR was so successful to begin with, especially in college teams,” says Shawnee Baughman, the company’s product manager., Vanderbilt’s director of football video services, who also manages Vanderbilt’s sports VR., This is Stanford’s virtual reality training room: a little glass box above the locker room where a virtual reality headset — a foamy black box flanked by three limp elastic headbands — dangles midair, suspended by a thick black cord.]",https://www.nytimes.com/2017/11/24/sports/virtual-reality-athletes.html
261,Dabo Swinney’s fury with fans is tempered by Clemson’s aim to be No. 1 - The Washington Post,"[That’s awesome., Dabo Swinney was furious when South Carolina fans threw bottles and other trash toward his players and onto the field during the first half of the game in the Gamecocks’ Williams-Brice Stadium., “, — that’s not a majority of these South Carolina people., It’s just dangerous.]",https://www.washingtonpost.com/news/early-lead/wp/2017/11/26/dabo-swinneys-fury-with-fans-is-tempered-by-clemsons-aim-to-be-no-1/
262,Re-watching Joe Biden’s disastrous Anita Hill hearing: A sexual harassment inquisition - The Washington Post,"[“, Left uncritiqued: Specter’s suggestion that talk of breasts at work was, you know, no big deal., “, Sen. Joseph R. Biden, then chairman of the Senate Judiciary Committee, lost control of the biggest moment yet in his political career — the Clarence Thomas confirmation hearings — moments after Anita Hill finished describing what the Supreme Court nominee said about his penis., With Americans glued to their TVs, chaos broke out in the Caucus Room of the Russell Office Building as Hill’s family, which had somehow not made it into the packed room for her opening statement, began trickling in — one after another after another.]",https://www.washingtonpost.com/news/retropolis/wp/2017/11/24/rewatching-joe-bidens-disastrous-anita-hill-hearing-a-sexual-harassment-inquistion/
263,Viktoria Rebensburg Beats Mikaela Shiffrin in a World Cup Giant Slalom - The New York Times,"[Four weeks ago, Rebensburg, the 2010 Olympic champion in giant slalom, also won the World Cup season-opening race in Sölden, Austria.“I knew I would have to push hard all the way to the bottom because I knew Mikaela would, and did,” said Rebensburg, who was the last racer out of the gate after Shiffrin had surged into the lead seconds earlier., Shiffrin will have another opportunity for her first victory of the season on Sunday when she races in her specialty, the slalom.]",https://www.nytimes.com/2017/11/25/sports/viktoria-rebensburg-beats-mikaela-shiffrin-in-a-world-cup-giant-slalom.html
264,Henrik Lundqvist’s 40 Saves Lead the Rangers Past Detroit - The New York Times,"[They are 9-4-2 overall at Madison Square Garden., The Rangers also continued their trend of stingy defense, allowing two or fewer goals for the fourth straight game and for the sixth time in their last seven contests.“A lot of people complain about low-scoring games, but for me anyway, this was as entertaining as it could get,” Rangers Coach Alain Vigneault said., Zuccarello scored his fourth goal of the season, off assists from Brady Skjei and J.T. Miller, and the Rangers improved to 12-9-2 with their third straight victory and their ninth in 11 games.“I feel really good,” said Lundqvist, who won for the 416th time in his career., expect him to be like that every game,” he said., many of the acrobatic variety — and thanks to Mats Zuccarello’s goal 37 seconds into overtime, the Rangers beat the Detroit Red Wings, 2-1, at Madison Square Garden.]",https://www.nytimes.com/2017/11/24/sports/hockey/rangers-red-wings.html
265,"Twitter, It’s Time to End Your Anything-Goes Paradise - The New York Times","[It’s time for Twitter to scrap one of its founding principles: the idea that it is an anything-goes paradise, where anyone who signs up for a voice on its platform is immediately and automatically given equal footing with everyone else, and where even the vilest, most hateful and antisocial behavior should be tolerated., And after a year in which it became blindingly obvious that Twitter was rife with abuse and harassment, and that it has become a haven for propagandists, bots and other manipulators, there’s one sacred cow in particular that deserves to be roasted more thoroughly than your Thanksgiving bird.]",https://www.nytimes.com/2017/11/22/technology/twitter-end-anything-goes.html
